GIORNATA,DATA,ORARIO,SQUADRA1,SQUADRA2,RISULTATO FINALE
9,28-11-2020,15:00,Sassuolo,Inter,0-3
9,28-11-2020,18:00,Benevento,Juventus,1-1
9,28-11-2020,20:45,Atalanta,Verona,0-2
9,29-11-2020,12:30,Lazio,Udinese,1-3
9,29-11-2020,15:00,Bologna,Crotone,1-0
9,29-11-2020,15:00,Milan,Fiorentina,2-0
9,29-11-2020,18:00,Cagliari,Spezia,2-2
9,29-11-2020,20:45,Napoli,Roma,4-0
9,30-11-2020,18:30,Torino,Sampdoria,2-2
9,30-11-2020,20:45,Genoa,Parma,1-2
10,05-12-2020,15:00,Spezia,Lazio,1-2
10,05-12-2020,18:00,Juventus,Torino,2-1
10,05-12-2020,20:45,Inter,Bologna,3-1
10,06-12-2020,12:30,Verona,Cagliari,1-1
10,06-12-2020,15:00,Parma,Benevento,0-0
10,06-12-2020,15:00,Roma,Sassuolo,0-0
10,06-12-2020,18:00,Crotone,Napoli,0-4
10,06-12-2020,20:45,Sampdoria,Milan,1-2
10,07-12-2020,20:45,Fiorentina,Genoa,1-1
10,20-01-2021,15:00,Udinese,Atalanta,1-1
11,11-12-2020,20:45,Sassuolo,Benevento,1-0
11,12-12-2020,15:00,Crotone,Spezia,4-1
11,12-12-2020,18:00,Torino,Udinese,2-3
11,12-12-2020,20:45,Lazio,Verona,1-2
11,13-12-2020,12:30,Cagliari,Inter,1-3
11,13-12-2020,15:00,Atalanta,Fiorentina,3-0
11,13-12-2020,15:00,Bologna,Roma,1-5
11,13-12-2020,18:00,Napoli,Sampdoria,2-1
11,13-12-2020,20:45,Genoa,Juventus,1-3
11,13-12-2020,20:45,Milan,Parma,2-2
12,15-12-2020,18:30,Udinese,Crotone,0-0
12,15-12-2020,20:45,Benevento,Lazio,1-1
12,16-12-2020,18:30,Juventus,Atalanta,1-1
12,16-12-2020,20:45,Fiorentina,Sassuolo,1-1
12,16-12-2020,20:45,Genoa,Milan,2-2
12,16-12-2020,20:45,Inter,Napoli,1-0
12,16-12-2020,20:45,Parma,Cagliari,0-0
12,16-12-2020,20:45,Spezia,Bologna,2-2
12,16-12-2020,20:45,Verona,Sampdoria,1-2
12,17-12-2020,20:45,Roma,Torino,3-1
13,19-12-2020,15:00,Fiorentina,Verona,1-1
13,19-12-2020,18:00,Sampdoria,Crotone,3-1
13,19-12-2020,20:45,Parma,Juventus,0-4
13,20-12-2020,12:30,Torino,Bologna,1-1
13,20-12-2020,15:00,Benevento,Genoa,2-0
13,20-12-2020,15:00,Cagliari,Udinese,1-1
13,20-12-2020,15:00,Inter,Spezia,2-1
13,20-12-2020,18:00,Sassuolo,Milan,1-2
13,20-12-2020,18:00,Atalanta,Roma,4-1
13,20-12-2020,20:45,Lazio,Napoli,2-0
14,22-12-2020,18:30,Crotone,Parma,2-1
14,22-12-2020,20:45,Juventus,Fiorentina,0-3
14,23-12-2020,18:30,Verona,Inter,1-2
14,23-12-2020,20:45,Bologna,Atalanta,2-2
14,23-12-2020,20:45,Milan,Lazio,3-2
14,23-12-2020,20:45,Napoli,Torino,1-1
14,23-12-2020,20:45,Roma,Cagliari,3-2
14,23-12-2020,20:45,Sampdoria,Sassuolo,2-3
14,23-12-2020,20:45,Spezia,Genoa,1-2
14,23-12-2020,20:45,Udinese,Benevento,0-2
15,03-01-2021,12:30,Inter,Crotone,6-2
15,03-01-2021,15:00,Atalanta,Sassuolo,5-1
15,03-01-2021,15:00,Cagliari,Napoli,1-4
15,03-01-2021,15:00,Fiorentina,Bologna,0-0
15,03-01-2021,15:00,Genoa,Lazio,1-1
15,03-01-2021,15:00,Parma,Torino,0-3
15,03-01-2021,15:00,Roma,Sampdoria,1-0
15,03-01-2021,15:00,Spezia,Verona,0-1
15,03-01-2021,18:00,Benevento,Milan,0-2
15,03-01-2021,20:45,Juventus,Udinese,4-1
16,06-01-2021,12:30,Cagliari,Benevento,1-2
16,06-01-2021,15:00,Atalanta,Parma,3-0
16,06-01-2021,15:00,Bologna,Udinese,2-2
16,06-01-2021,15:00,Crotone,Roma,1-3
16,06-01-2021,15:00,Lazio,Fiorentina,2-1
16,06-01-2021,15:00,Sampdoria,Inter,2-1
16,06-01-2021,15:00,Sassuolo,Genoa,2-1
16,06-01-2021,17:00,Torino,Verona,1-1
16,06-01-2021,18:00,Napoli,Spezia,1-2
16,06-01-2021,20:45,Milan,Juventus,1-3
17,09-01-2021,15:00,Benevento,Atalanta,1-4
17,09-01-2021,18:00,Genoa,Bologna,2-0
17,09-01-2021,20:45,Milan,Torino,2-0
17,10-01-2021,12:30,Roma,Inter,2-2
17,10-01-2021,15:00,Parma,Lazio,0-2
17,10-01-2021,15:00,Udinese,Napoli,1-2
17,10-01-2021,15:00,Verona,Crotone,2-1
17,10-01-2021,18:00,Fiorentina,Cagliari,1-0
17,10-01-2021,20:45,Juventus,Sassuolo,3-1
17,11-01-2021,20:45,Spezia,Sampdoria,2-1
18,15-01-2021,20:45,Lazio,Roma,3-0
18,16-01-2021,15:00,Bologna,Verona,1-0
18,16-01-2021,18:00,Torino,Spezia,0-0
18,16-01-2021,20:45,Sampdoria,Udinese,2-1
18,17-01-2021,12:30,Napoli,Fiorentina,6-0
18,17-01-2021,15:00,Crotone,Benevento,4-1
18,17-01-2021,18:00,Sassuolo,Parma,1-1
18,17-01-2021,18:00,Atalanta,Genoa,0-0
18,17-01-2021,20:45,Inter,Juventus,2-0
18,18-01-2021,20:45,Cagliari,Milan,0-2
19,22-01-2021,20:45,Benevento,Torino,2-2
19,23-01-2021,15:00,Roma,Spezia,4-3
19,23-01-2021,18:00,Milan,Atalanta,0-3
19,23-01-2021,20:45,Udinese,Inter,0-0
19,24-01-2021,12:30,Juventus,Bologna,2-0
19,24-01-2021,15:00,Genoa,Cagliari,1-0
19,24-01-2021,15:00,Verona,Napoli,3-1
19,24-01-2021,18:00,Lazio,Sassuolo,2-1
19,24-01-2021,20:45,Fiorentina,Crotone,2-1
19,24-01-2021,20:45,Parma,Sampdoria,0-2
20,29-01-2021,20:45,Torino,Fiorentina,1-1
20,30-01-2021,15:00,Bologna,Milan,1-2
20,30-01-2021,18:00,Sampdoria,Juventus,0-2
20,30-01-2021,20:45,Inter,Benevento,4-0
20,31-01-2021,12:30,Spezia,Udinese,0-1
20,31-01-2021,15:00,Crotone,Genoa,0-3
20,31-01-2021,15:00,Atalanta,Lazio,1-3
20,31-01-2021,18:00,Cagliari,Sassuolo,1-1
20,31-01-2021,18:00,Napoli,Parma,2-0
20,31-01-2021,20:45,Roma,Verona,3-1
21,05-02-2021,20:45,Fiorentina,Inter,0-2
21,06-02-2021,15:00,Sassuolo,Spezia,1-2
21,06-02-2021,18:00,Atalanta,Torino,3-3
21,06-02-2021,18:00,Juventus,Roma,2-0
21,06-02-2021,20:45,Genoa,Napoli,2-1
21,07-02-2021,12:30,Benevento,Sampdoria,1-1
21,07-02-2021,15:00,Milan,Crotone,4-0
21,07-02-2021,15:00,Udinese,Verona,2-0
21,07-02-2021,18:00,Parma,Bologna,0-3
21,07-02-2021,20:45,Lazio,Cagliari,1-0
22,12-02-2021,20:45,Bologna,Benevento,1-1
22,13-02-2021,15:00,Torino,Genoa,0-0
22,13-02-2021,18:00,Napoli,Juventus,1-0
22,13-02-2021,20:45,Spezia,Milan,2-0
22,14-02-2021,12:30,Roma,Udinese,3-0
22,14-02-2021,15:00,Cagliari,Atalanta,0-1
22,14-02-2021,15:00,Sampdoria,Fiorentina,2-1
22,14-02-2021,18:00,Crotone,Sassuolo,1-2
22,14-02-2021,20:45,Inter,Lazio,3-1
22,15-02-2021,20:45,Verona,Parma,2-1
23,19-02-2021,18:30,Fiorentina,Spezia,3-0
23,19-02-2021,20:45,Cagliari,Torino,0-1
23,20-02-2021,15:00,Lazio,Sampdoria,1-0
23,20-02-2021,18:00,Genoa,Verona,2-2
23,20-02-2021,20:45,Sassuolo,Bologna,1-1
23,21-02-2021,12:30,Parma,Udinese,2-2
23,21-02-2021,15:00,Milan,Inter,0-3
23,21-02-2021,18:00,Atalanta,Napoli,4-2
23,21-02-2021,20:45,Benevento,Roma,0-0
23,22-02-2021,20:45,Juventus,Crotone,3-0
24,27-02-2021,15:00,Spezia,Parma,2-2
24,27-02-2021,18:00,Bologna,Lazio,2-0
24,27-02-2021,20:45,Verona,Juventus,1-1
24,28-02-2021,12:30,Sampdoria,Atalanta,0-2
24,28-02-2021,15:00,Crotone,Cagliari,0-2
24,28-02-2021,15:00,Udinese,Fiorentina,1-0
24,28-02-2021,18:00,Inter,Genoa,3-0
24,28-02-2021,18:00,Napoli,Benevento,2-0
24,28-02-2021,20:45,Roma,Milan,1-2
24,17-03-2021,15:00,Torino,Sassuolo,3-2
25,02-03-2021,20:45,Juventus,Spezia,3-0
25,03-03-2021,18:30,Sassuolo,Napoli,3-3
25,03-03-2021,20:45,Cagliari,Bologna,1-0
25,03-03-2021,20:45,Atalanta,Crotone,5-1
25,03-03-2021,20:45,Fiorentina,Roma,1-2
25,03-03-2021,20:45,Genoa,Sampdoria,1-1
25,03-03-2021,20:45,Milan,Udinese,1-1
25,03-03-2021,20:45,Benevento,Verona,0-3
25,04-03-2021,20:45,Parma,Inter,1-2
25,18-05-2021,20:30,Lazio,Torino,0-0
26,06-03-2021,15:00,Spezia,Benevento,1-1
26,06-03-2021,18:00,Udinese,Sassuolo,2-0
26,06-03-2021,20:45,Juventus,Lazio,3-1
26,07-03-2021,12:30,Roma,Genoa,1-0
26,07-03-2021,15:00,Verona,Milan,0-2
26,07-03-2021,15:00,Fiorentina,Parma,3-3
26,07-03-2021,15:00,Crotone,Torino,4-2
26,07-03-2021,18:00,Sampdoria,Cagliari,2-2
26,07-03-2021,20:45,Napoli,Bologna,3-1
26,08-03-2021,20:45,Inter,Atalanta,1-0
27,12-03-2021,15:00,Lazio,Crotone,3-2
27,12-03-2021,20:45,Atalanta,Spezia,3-1
27,13-03-2021,15:00,Sassuolo,Verona,3-2
27,13-03-2021,18:00,Benevento,Fiorentina,1-4
27,13-03-2021,20:45,Genoa,Udinese,1-1
27,14-03-2021,12:30,Bologna,Sampdoria,3-1
27,14-03-2021,15:00,Torino,Inter,1-2
27,14-03-2021,15:00,Parma,Roma,2-0
27,14-03-2021,18:00,Cagliari,Juventus,1-3
27,14-03-2021,20:45,Milan,Napoli,0-1
28,19-03-2021,20:45,Parma,Genoa,1-2
28,20-03-2021,15:00,Crotone,Bologna,2-3
28,20-03-2021,18:00,Spezia,Cagliari,2-1
28,21-03-2021,12:30,Verona,Atalanta,0-2
28,21-03-2021,15:00,Juventus,Benevento,0-1
28,21-03-2021,15:00,Udinese,Lazio,0-1
28,21-03-2021,15:00,Sampdoria,Torino,1-0
28,21-03-2021,18:00,Fiorentina,Milan,2-3
28,21-03-2021,20:45,Roma,Napoli,0-2
28,07-04-2021,18:45,Inter,Sassuolo,2-1
29,03-04-2021,12:30,Milan,Sampdoria,1-1
29,03-04-2021,15:00,Napoli,Crotone,4-3
29,03-04-2021,15:00,Genoa,Fiorentina,1-1
29,03-04-2021,15:00,Benevento,Parma,2-2
29,03-04-2021,15:00,Sassuolo,Roma,2-2
29,03-04-2021,15:00,Lazio,Spezia,2-1
29,03-04-2021,15:00,Atalanta,Udinese,3-2
29,03-04-2021,18:00,Cagliari,Verona,0-2
29,03-04-2021,18:00,Torino,Juventus,2-2
29,03-04-2021,20:45,Bologna,Inter,0-1
30,10-04-2021,15:00,Spezia,Crotone,3-2
30,10-04-2021,18:00,Parma,Milan,1-3
30,10-04-2021,20:45,Udinese,Torino,0-1
30,11-04-2021,12:30,Inter,Cagliari,1-0
30,11-04-2021,15:00,Juventus,Genoa,3-1
30,11-04-2021,15:00,Verona,Lazio,0-1
30,11-04-2021,15:00,Sampdoria,Napoli,0-2
30,11-04-2021,18:00,Roma,Bologna,1-0
30,11-04-2021,20:45,Fiorentina,Atalanta,2-3
30,12-04-2021,20:45,Benevento,Sassuolo,0-1
31,17-04-2021,15:00,Crotone,Udinese,1-2
31,17-04-2021,15:00,Sampdoria,Verona,3-1
31,17-04-2021,18:00,Sassuolo,Fiorentina,3-1
31,17-04-2021,20:45,Cagliari,Parma,4-3
31,18-04-2021,12:30,Milan,Genoa,2-1
31,18-04-2021,15:00,Lazio,Benevento,5-3
31,18-04-2021,15:00,Atalanta,Juventus,1-0
31,18-04-2021,15:00,Bologna,Spezia,4-1
31,18-04-2021,18:00,Torino,Roma,3-1
31,18-04-2021,20:45,Napoli,Inter,1-1
32,20-04-2021,20:45,Verona,Fiorentina,1-2
32,21-04-2021,18:30,Milan,Sassuolo,1-2
32,21-04-2021,20:45,Genoa,Benevento,2-2
32,21-04-2021,20:45,Udinese,Cagliari,0-1
32,21-04-2021,20:45,Spezia,Inter,1-1
32,21-04-2021,20:45,Juventus,Parma,3-1
32,21-04-2021,20:45,Crotone,Sampdoria,0-1
32,21-04-2021,20:45,Bologna,Torino,1-1
32,22-04-2021,18:30,Roma,Atalanta,1-1
32,22-04-2021,20:45,Napoli,Lazio,5-2
33,24-04-2021,15:00,Genoa,Spezia,2-0
33,24-04-2021,18:00,Parma,Crotone,3-4
33,24-04-2021,20:45,Sassuolo,Sampdoria,1-0
33,25-04-2021,12:30,Benevento,Udinese,2-4
33,25-04-2021,15:00,Fiorentina,Juventus,1-1
33,25-04-2021,15:00,Inter,Verona,1-0
33,25-04-2021,18:00,Cagliari,Roma,3-2
33,25-04-2021,20:45,Atalanta,Bologna,5-0
33,26-04-2021,18:30,Torino,Napoli,0-2
33,26-04-2021,20:45,Lazio,Milan,3-0
34,01-05-2021,15:00,Verona,Spezia,1-1
34,01-05-2021,18:00,Crotone,Inter,0-2
34,01-05-2021,20:45,Milan,Benevento,2-0
34,02-05-2021,12:30,Lazio,Genoa,4-3
34,02-05-2021,15:00,Sassuolo,Atalanta,1-1
34,02-05-2021,15:00,Napoli,Cagliari,1-1
34,02-05-2021,15:00,Bologna,Fiorentina,3-3
34,02-05-2021,18:00,Udinese,Juventus,1-2
34,02-05-2021,20:45,Sampdoria,Roma,2-0
34,03-05-2021,20:45,Torino,Parma,1-0
35,08-05-2021,15:00,Udinese,Bologna,1-1
35,08-05-2021,15:00,Spezia,Napoli,1-4
35,08-05-2021,18:00,Inter,Sampdoria,5-1
35,08-05-2021,20:45,Fiorentina,Lazio,2-0
35,09-05-2021,12:30,Genoa,Sassuolo,1-2
35,09-05-2021,15:00,Parma,Atalanta,2-5
35,09-05-2021,15:00,Benevento,Cagliari,1-3
35,09-05-2021,15:00,Verona,Torino,1-1
35,09-05-2021,18:00,Roma,Crotone,5-0
35,09-05-2021,20:45,Juventus,Milan,0-3
36,11-05-2021,20:45,Napoli,Udinese,5-1
36,12-05-2021,18:30,Cagliari,Fiorentina,0-0
36,12-05-2021,20:45,Atalanta,Benevento,2-0
36,12-05-2021,20:45,Bologna,Genoa,0-2
36,12-05-2021,20:45,Sassuolo,Juventus,1-3
36,12-05-2021,20:45,Torino,Milan,0-7
36,12-05-2021,20:45,Lazio,Parma,1-0
36,12-05-2021,20:45,Inter,Roma,3-1
36,12-05-2021,20:45,Sampdoria,Spezia,2-2
36,13-05-2021,20:45,Crotone,Verona,2-1
37,15-05-2021,15:00,Genoa,Atalanta,3-4
37,15-05-2021,17:00,Spezia,Torino,4-1
37,15-05-2021,18:00,Juventus,Inter,3-2
37,15-05-2021,20:45,Roma,Lazio,2-0
37,16-05-2021,12:30,Fiorentina,Napoli,0-2
37,16-05-2021,15:00,Benevento,Crotone,1-1
37,16-05-2021,15:00,Udinese,Sampdoria,0-1
37,16-05-2021,18:00,Parma,Sassuolo,1-3
37,16-05-2021,20:45,Milan,Cagliari,0-0
37,17-05-2021,20:45,Verona,Bologna,2-2
38,22-05-2021,20:45,Crotone,Fiorentina,0-0
38,22-05-2021,20:45,Cagliari,Genoa,0-1
38,22-05-2021,20:45,Sampdoria,Parma,3-0
38,23-05-2021,15:00,Inter,Udinese,5-1
38,23-05-2021,20:45,Torino,Benevento,1-1
38,23-05-2021,20:45,Bologna,Juventus,1-4
38,23-05-2021,20:45,Sassuolo,Lazio,2-0
38,23-05-2021,20:45,Atalanta,Milan,0-2
38,23-05-2021,20:45,Spezia,Roma,2-2
38,23-05-2021,20:45,Napoli,Verona,1-1
1,24-08-2019,18:00,Parma,Juventus,0-1
1,24-08-2019,20:45,Fiorentina,Napoli,3-4
1,25-08-2019,18:00,Udinese,Milan,1-0
1,25-08-2019,20:45,Cagliari,Brescia,0-1
1,25-08-2019,20:45,Verona,Bologna,1-1
1,25-08-2019,20:45,Roma,Genoa,3-3
1,25-08-2019,20:45,Sampdoria,Lazio,0-3
1,25-08-2019,20:45,SPAL,Atalanta,2-3
1,25-08-2019,20:45,Torino,Sassuolo,2-1
1,26-08-2019,20:45,Inter,Lecce,4-0
2,30-08-2019,20:45,Bologna,SPAL,1-0
2,31-08-2019,18:00,Milan,Brescia,1-0
2,31-08-2019,20:45,Juventus,Napoli,4-3
2,01-09-2019,18:00,Lazio,Roma,1-1
2,01-09-2019,20:45,Atalanta,Torino,2-3
2,01-09-2019,20:45,Cagliari,Inter,1-2
2,01-09-2019,20:45,Genoa,Fiorentina,2-1
2,01-09-2019,20:45,Lecce,Verona,0-1
2,01-09-2019,20:45,Sassuolo,Sampdoria,4-1
2,01-09-2019,20:45,Udinese,Parma,1-3
3,14-09-2019,15:00,Fiorentina,Juventus,0-0
3,14-09-2019,18:00,Napoli,Sampdoria,2-0
3,14-09-2019,20:45,Inter,Udinese,1-0
3,15-09-2019,12:30,Genoa,Atalanta,1-2
3,15-09-2019,15:00,Brescia,Bologna,3-4
3,15-09-2019,15:00,Parma,Cagliari,1-3
3,15-09-2019,15:00,SPAL,Lazio,2-1
3,15-09-2019,18:00,Roma,Sassuolo,4-2
3,15-09-2019,20:45,Verona,Milan,0-1
3,16-09-2019,20:45,Torino,Lecce,1-2
4,20-09-2019,20:45,Cagliari,Genoa,3-1
4,21-09-2019,15:00,Udinese,Brescia,0-1
4,21-09-2019,18:00,Juventus,Verona,2-1
4,21-09-2019,20:45,Milan,Inter,0-2
4,22-09-2019,12:30,Sassuolo,SPAL,3-0
4,22-09-2019,15:00,Bologna,Roma,1-2
4,22-09-2019,15:00,Lecce,Napoli,1-4
4,22-09-2019,15:00,Sampdoria,Torino,1-0
4,22-09-2019,18:00,Atalanta,Fiorentina,2-2
4,22-09-2019,20:45,Lazio,Parma,2-0
5,24-09-2019,19:00,Verona,Udinese,0-0
5,24-09-2019,21:00,Brescia,Juventus,1-2
5,25-09-2019,19:00,Roma,Atalanta,0-2
5,25-09-2019,21:00,Fiorentina,Sampdoria,2-1
5,25-09-2019,21:00,Genoa,Bologna,0-0
5,25-09-2019,21:00,Inter,Lazio,1-0
5,25-09-2019,21:00,Napoli,Cagliari,0-1
5,25-09-2019,21:00,Parma,Sassuolo,1-0
5,25-09-2019,21:00,SPAL,Lecce,1-3
5,26-09-2019,21:00,Torino,Milan,2-1
6,28-09-2019,15:00,Juventus,SPAL,2-0
6,28-09-2019,18:00,Sampdoria,Inter,1-3
6,28-09-2019,20:45,Sassuolo,Atalanta,1-4
6,29-09-2019,12:30,Napoli,Brescia,2-1
6,29-09-2019,15:00,Lazio,Genoa,4-0
6,29-09-2019,15:00,Lecce,Roma,0-1
6,29-09-2019,15:00,Udinese,Bologna,1-0
6,29-09-2019,18:00,Cagliari,Verona,1-1
6,29-09-2019,20:45,Milan,Fiorentina,1-3
6,30-09-2019,20:45,Parma,Torino,3-2
7,05-10-2019,15:00,SPAL,Parma,1-0
7,05-10-2019,18:00,Verona,Sampdoria,2-0
7,05-10-2019,20:45,Genoa,Milan,1-2
7,06-10-2019,12:30,Fiorentina,Udinese,1-0
7,06-10-2019,15:00,Atalanta,Lecce,3-1
7,06-10-2019,15:00,Bologna,Lazio,2-2
7,06-10-2019,15:00,Roma,Cagliari,1-1
7,06-10-2019,18:00,Torino,Napoli,0-0
7,06-10-2019,20:45,Inter,Juventus,1-2
7,18-12-2019,20:45,Brescia,Sassuolo,0-2
8,19-10-2019,15:00,Lazio,Atalanta,3-3
8,19-10-2019,18:00,Napoli,Verona,2-0
8,19-10-2019,20:45,Juventus,Bologna,2-1
8,20-10-2019,12:30,Sassuolo,Inter,3-4
8,20-10-2019,15:00,Cagliari,SPAL,2-0
8,20-10-2019,15:00,Sampdoria,Roma,0-0
8,20-10-2019,15:00,Udinese,Torino,1-0
8,20-10-2019,18:00,Parma,Genoa,5-1
8,20-10-2019,20:45,Milan,Lecce,2-2
8,21-10-2019,21:00,Brescia,Fiorentina,0-0
9,25-10-2019,20:45,Verona,Sassuolo,0-1
9,26-10-2019,15:00,Lecce,Juventus,1-1
9,26-10-2019,18:00,Inter,Parma,2-2
9,26-10-2019,20:45,Genoa,Brescia,3-1
9,27-10-2019,12:30,Bologna,Sampdoria,2-1
9,27-10-2019,15:00,Atalanta,Udinese,7-1
9,27-10-2019,15:00,SPAL,Napoli,1-1
9,27-10-2019,15:00,Torino,Cagliari,1-1
9,27-10-2019,18:00,Roma,Milan,2-1
9,27-10-2019,20:45,Fiorentina,Lazio,1-2
10,29-10-2019,19:00,Parma,Verona,0-1
10,29-10-2019,21:00,Brescia,Inter,1-2
10,30-10-2019,19:00,Napoli,Atalanta,2-2
10,30-10-2019,21:00,Cagliari,Bologna,3-2
10,30-10-2019,21:00,Juventus,Genoa,2-1
10,30-10-2019,21:00,Lazio,Torino,4-0
10,30-10-2019,21:00,Sampdoria,Lecce,1-1
10,30-10-2019,21:00,Sassuolo,Fiorentina,1-2
10,30-10-2019,21:00,Udinese,Roma,0-4
10,31-10-2019,21:00,Milan,SPAL,1-0
11,02-11-2019,15:00,Roma,Napoli,2-1
11,02-11-2019,18:00,Bologna,Inter,1-2
11,02-11-2019,20:45,Torino,Juventus,0-1
11,03-11-2019,12:30,Atalanta,Cagliari,0-2
11,03-11-2019,15:00,Genoa,Udinese,1-3
11,03-11-2019,15:00,Verona,Brescia,2-1
11,03-11-2019,15:00,Lecce,Sassuolo,2-2
11,03-11-2019,18:00,Fiorentina,Parma,1-1
11,03-11-2019,20:45,Milan,Lazio,1-2
11,04-11-2019,20:45,SPAL,Sampdoria,0-1
12,08-11-2019,20:45,Sassuolo,Bologna,3-1
12,09-11-2019,15:00,Brescia,Torino,0-4
12,09-11-2019,18:00,Inter,Verona,2-1
12,09-11-2019,20:45,Napoli,Genoa,0-0
12,10-11-2019,12:30,Cagliari,Fiorentina,5-2
12,10-11-2019,15:00,Lazio,Lecce,4-2
12,10-11-2019,15:00,Sampdoria,Atalanta,0-0
12,10-11-2019,15:00,Udinese,SPAL,0-0
12,10-11-2019,18:00,Parma,Roma,2-0
12,10-11-2019,20:45,Juventus,Milan,1-0
13,23-11-2019,15:00,Atalanta,Juventus,1-3
13,23-11-2019,18:00,Milan,Napoli,1-1
13,23-11-2019,20:45,Torino,Inter,0-3
13,24-11-2019,12:30,Bologna,Parma,2-2
13,24-11-2019,15:00,Verona,Fiorentina,1-0
13,24-11-2019,15:00,Roma,Brescia,3-0
13,24-11-2019,15:00,Sassuolo,Lazio,1-2
13,24-11-2019,18:00,Sampdoria,Udinese,2-1
13,25-11-2019,15:00,Lecce,Cagliari,2-2
13,25-11-2019,20:45,SPAL,Genoa,1-1
14,30-11-2019,15:00,Brescia,Atalanta,0-3
14,30-11-2019,18:00,Genoa,Torino,0-1
14,30-11-2019,20:45,Fiorentina,Lecce,0-1
14,01-12-2019,12:30,Juventus,Sassuolo,2-2
14,01-12-2019,15:00,Inter,SPAL,2-1
14,01-12-2019,15:00,Lazio,Udinese,3-0
14,01-12-2019,15:00,Parma,Milan,0-1
14,01-12-2019,18:00,Napoli,Bologna,1-2
14,01-12-2019,20:45,Verona,Roma,1-3
14,02-12-2019,20:45,Cagliari,Sampdoria,4-3
15,06-12-2019,20:45,Inter,Roma,0-0
15,07-12-2019,15:00,Atalanta,Verona,3-2
15,07-12-2019,18:00,Udinese,Napoli,1-1
15,07-12-2019,20:45,Lazio,Juventus,3-1
15,08-12-2019,12:30,Lecce,Genoa,2-2
15,08-12-2019,15:00,Sassuolo,Cagliari,2-2
15,08-12-2019,15:00,SPAL,Brescia,0-1
15,08-12-2019,15:00,Torino,Fiorentina,2-1
15,08-12-2019,18:00,Sampdoria,Parma,0-1
15,08-12-2019,20:45,Bologna,Milan,2-3
16,14-12-2019,15:00,Brescia,Lecce,3-0
16,14-12-2019,18:30,Napoli,Parma,1-2
16,14-12-2019,20:45,Genoa,Sampdoria,0-1
16,15-12-2019,12:30,Verona,Torino,3-3
16,15-12-2019,15:00,Bologna,Atalanta,2-1
16,15-12-2019,15:00,Juventus,Udinese,3-1
16,15-12-2019,15:00,Milan,Sassuolo,0-0
16,15-12-2019,18:00,Roma,SPAL,3-1
16,15-12-2019,20:45,Fiorentina,Inter,1-1
16,16-12-2019,20:45,Cagliari,Lazio,1-2
17,18-12-2019,18:55,Sampdoria,Juventus,1-2
17,20-12-2019,20:45,Fiorentina,Roma,1-4
17,21-12-2019,15:00,Udinese,Cagliari,2-1
17,21-12-2019,18:00,Inter,Genoa,4-0
17,21-12-2019,20:45,Torino,SPAL,1-2
17,22-12-2019,12:30,Atalanta,Milan,5-0
17,22-12-2019,15:00,Lecce,Bologna,2-3
17,22-12-2019,15:00,Parma,Brescia,1-1
17,22-12-2019,20:45,Sassuolo,Napoli,1-2
17,05-02-2020,20:45,Lazio,Verona,0-0
18,05-01-2020,12:30,Brescia,Lazio,1-2
18,05-01-2020,15:00,SPAL,Verona,0-2
18,05-01-2020,18:00,Genoa,Sassuolo,2-1
18,05-01-2020,20:45,Roma,Torino,0-2
18,06-01-2020,12:30,Bologna,Fiorentina,1-1
18,06-01-2020,15:00,Atalanta,Parma,5-0
18,06-01-2020,15:00,Juventus,Cagliari,4-0
18,06-01-2020,15:00,Milan,Sampdoria,0-0
18,06-01-2020,18:00,Lecce,Udinese,0-1
18,06-01-2020,20:45,Napoli,Inter,1-3
19,11-01-2020,15:00,Cagliari,Milan,0-2
19,11-01-2020,18:00,Lazio,Napoli,1-0
19,11-01-2020,20:45,Inter,Atalanta,1-1
19,12-01-2020,12:30,Udinese,Sassuolo,3-0
19,12-01-2020,15:00,Fiorentina,SPAL,1-0
19,12-01-2020,15:00,Sampdoria,Brescia,5-1
19,12-01-2020,15:00,Torino,Bologna,1-0
19,12-01-2020,18:00,Verona,Genoa,2-1
19,12-01-2020,20:45,Roma,Juventus,1-2
19,13-01-2020,20:45,Parma,Lecce,2-0
20,18-01-2020,15:00,Lazio,Sampdoria,5-1
20,18-01-2020,18:00,Sassuolo,Torino,2-1
20,18-01-2020,20:45,Napoli,Fiorentina,0-2
20,19-01-2020,12:30,Milan,Udinese,3-2
20,19-01-2020,15:00,Brescia,Cagliari,2-2
20,19-01-2020,15:00,Bologna,Verona,1-1
20,19-01-2020,15:00,Lecce,Inter,1-1
20,19-01-2020,18:00,Genoa,Roma,1-3
20,19-01-2020,20:45,Juventus,Parma,2-1
20,20-01-2020,20:45,Atalanta,SPAL,1-2
21,24-01-2020,20:45,Brescia,Milan,0-1
21,25-01-2020,15:00,SPAL,Bologna,1-3
21,25-01-2020,18:00,Fiorentina,Genoa,0-0
21,25-01-2020,20:45,Torino,Atalanta,0-7
21,26-01-2020,12:30,Inter,Cagliari,1-1
21,26-01-2020,15:00,Verona,Lecce,3-0
21,26-01-2020,15:00,Sampdoria,Sassuolo,0-0
21,26-01-2020,15:00,Parma,Udinese,2-0
21,26-01-2020,18:00,Roma,Lazio,1-1
21,26-01-2020,20:45,Napoli,Juventus,2-1
22,01-02-2020,15:00,Bologna,Brescia,2-1
22,01-02-2020,18:00,Cagliari,Parma,2-2
22,01-02-2020,20:45,Sassuolo,Roma,4-2
